"result_@id","result_@score","result_info_authors_author_@pid","result_info_authors_author_text","result_info_doi","result_info_ee","result_info_key","result_info_number","result_info_pages","result_info_publisher","result_info_title","result_info_type","result_info_url","result_info_venue","result_info_volume","result_info_year","result_url"
"169298","2","21/3221","Kostas Marias","10.1109/JBHI.2019.2895459","https://doi.org/10.1109/JBHI.2019.2895459","journals/titb/KontopodisVMNSP19","5","1834-1843","","Investigating the Role of Model-Based and Model-Free Imaging Biomarkers as Early Predictors of Neoadjuvant Breast Cancer Therapy Outcome.","Journal Articles","https://dblp.org/rec/journals/titb/KontopodisVMNSP19","IEEE J. Biomedical and Health Informatics","23","2019","URL#169298"
"169369","2","58/6307","Gustavo Kunde Rohde","10.1109/JBHI.2018.2885134","https://doi.org/10.1109/JBHI.2018.2885134","journals/titb/QiLWZHDR19","5","2108-2116","","Label-Efficient Breast Cancer Histopathological Image Classification.","Journal Articles","https://dblp.org/rec/journals/titb/QiLWZHDR19","IEEE J. Biomedical and Health Informatics","23","2019","URL#169369"
"170998","2","43/835","Guoping Qiu","10.1109/TMI.2018.2868333","https://doi.org/10.1109/TMI.2018.2868333","journals/tmi/LiuXZGGSGEZQ19","2","617-628","","An End-to-End Deep Learning Histochemical Scoring System for Breast Cancer TMA.","Journal Articles","https://dblp.org/rec/journals/tmi/LiuXZGGSGEZQ19","IEEE Trans. Med. Imaging","38","2019","URL#170998"
"179017","2","04/8556","Wang Zhou","10.1155/2019/5176705","https://doi.org/10.1155/2019/5176705","journals/wicomm/MemonLHMZ19","","5176705:1-5176705:19","","Breast Cancer Detection in the IOT Health Environment Using Modified Recursive Feature Selection.","Journal Articles","https://dblp.org/rec/journals/wicomm/MemonLHMZ19","Wireless Communications and Mobile Computing","2019","2019","URL#179017"
"186605","2","77/3808-2","Peter S. Hall 0002","10.1007/978-3-030-21642-9_24","https://doi.org/10.1007/978-3-030-21642-9_24","conf/aime/SilvinaBH19","","180-190","","On Predicting the Outcomes of Chemotherapy Treatments in Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/aime/SilvinaBH19","AIME","","2019","URL#186605"
"189750","2","99/9985","Shafaatunnur Hasan","10.1007/978-3-030-14118-9_5","https://doi.org/10.1007/978-3-030-14118-9_5","conf/amlta/ZainudinSH19","","43-51","","Deep Layer CNN Architecture for Breast Cancer Histopathology Image Detection.","Conference and Workshop Papers","https://dblp.org/rec/conf/amlta/ZainudinSH19","AMLTA","","2019","URL#189750"
"190098","2","22/1348","Muhammad Zubair","10.1109/APCCAS47518.2019.8953110","https://doi.org/10.1109/APCCAS47518.2019.8953110","conf/apccas/HussainFAMZ19","","93-96","","Hand-held non-invasive NIR device for early stage breast cancer pre-screening.","Conference and Workshop Papers","https://dblp.org/rec/conf/apccas/HussainFAMZ19","APCCAS","","2019","URL#190098"
"193520","2","62/300","Alioune Ngom","10.1145/3307339.3343480","https://doi.org/10.1145/3307339.3343480","conf/bcb/PhamGGPN19","","639-644","","A Network-based Machine Learning Approach for Identifying Biomarkers of Breast Cancer Survivability.","Conference and Workshop Papers","https://dblp.org/rec/conf/bcb/PhamGGPN19","BCB","","2019","URL#193520"
"193536","2","93/2701","May Dongmei Wang","10.1145/3307339.3342166","https://doi.org/10.1145/3307339.3342166","conf/bcb/VizcarraPTGW19","","485-493","","Fusion In Breast Cancer Histology Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/bcb/VizcarraPTGW19","BCB","","2019","URL#193536"
"193840","2","51/8614","Said Pertuz","10.1109/BHI.2019.8834461","https://doi.org/10.1109/BHI.2019.8834461","conf/bhi/AraqueMSHLRAP19","","1-4","","Selecting the Mammographic-View for the Parenchymal Analysis-Based Breast Cancer Risk Assessment.","Conference and Workshop Papers","https://dblp.org/rec/conf/bhi/AraqueMSHLRAP19","BHI","","2019","URL#193840"
"193901","2","249/3281","Steven G. Penny","10.1109/BHI.2019.8834465","https://doi.org/10.1109/BHI.2019.8834465","conf/bhi/ONeillP19","","1-4","","Image Identification of Animal Tumor Models for Human Breast Cancer Research.","Conference and Workshop Papers","https://dblp.org/rec/conf/bhi/ONeillP19","BHI","","2019","URL#193901"
"193909","2","k/JoniKristianKamarainen","Joni-Kristian Kamarainen","10.1109/BHI.2019.8834599","https://doi.org/10.1109/BHI.2019.8834599","conf/bhi/PertuzTTK19","","1-4","","Open Framework for Mammography-based Breast Cancer Risk Assessment.","Conference and Workshop Papers","https://dblp.org/rec/conf/bhi/PertuzTTK19","BHI","","2019","URL#193909"
"194063","2","69/6456","Angelina Kouroubali","10.1109/BIBE.2019.00082","https://doi.org/10.1109/BIBE.2019.00082","conf/bibe/ManikisPFTSKPKK19","","423-427","","Computational Modeling of Psychological Resilience Trajectories During Breast Cancer Treatment.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibe/ManikisPFTSKPKK19","BIBE","","2019","URL#194063"
"194064","2","21/3221","Kostas Marias","10.1109/BIBE.2019.00185","https://doi.org/10.1109/BIBE.2019.00185","conf/bibe/ManikisVSPMAKM19","","994-1001","","Scale-Space DCE-MRI Radiomics Analysis Based on Gabor Filters for Predicting Breast Cancer Therapy Response.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibe/ManikisVSPMAKM19","BIBE","","2019","URL#194064"
"194127","2","61/7335","Joanna Polanska","10.1109/BIBE.2019.00080","https://doi.org/10.1109/BIBE.2019.00080","conf/bibe/TobiaszHP19","","410-414","","Breast Cancer Heterogeneity Investigation - Multiple k-Means Clustering Approach.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibe/TobiaszHP19","BIBE","","2019","URL#194127"
"194143","2","05/7039","George M. Spyrou","10.1109/BIBE.2019.00040","https://doi.org/10.1109/BIBE.2019.00040","conf/bibe/ZantiLZMKHS19","","182-187","","In Silico Assessment of the Structural, Functional and Stability Impact of a Nonsense PRF1 Mutation with Uncertain Clinical Significance; Identified in 2 Unrelated Cypriot Triple-Negative Breast Cancer Patients.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibe/ZantiLZMKHS19","BIBE","","2019","URL#194143"
"194170","2","53/9077","Ananda Mohan Mondal","10.1109/BIBM47256.2019.8983300","https://doi.org/10.1109/BIBM47256.2019.8983300","conf/bibm/AqilaMM19","","2049-2054","","Pseudotime Based Discovery of Breast Cancer Heterogeneity.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/AqilaMM19","BIBM","","2019","URL#194170"
"194299","2","142/7436","Pavel Soucek","10.1109/BIBM47256.2019.8983216","https://doi.org/10.1109/BIBM47256.2019.8983216","conf/bibm/KovacovaHBVS19","","1214-1216","","Gene-based evidence for burden of rare pathogenic variants in pharmacogenes and oncogens of Czech breast cancer patients.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/KovacovaHBVS19","BIBM","","2019","URL#194299"
"194302","2","89/9774","Lee A. D. Cooper","10.1109/BIBM47256.2019.8983317","https://doi.org/10.1109/BIBM47256.2019.8983317","conf/bibm/LeeAMSGC19","","2549-2553","","An Ensemble-based Active Learning for Breast Cancer Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/LeeAMSGC19","BIBM","","2019","URL#194302"
"194334","2","82/3140","Nathan Jacobs","10.1109/BIBM47256.2019.8983048","https://doi.org/10.1109/BIBM47256.2019.8983048","conf/bibm/LiangWZXBSJ19","","692-696","","Joint 2D-3D Breast Cancer Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/LiangWZXBSJ19","BIBM","","2019","URL#194334"
"194360","2","51/760","Xiong-Hui Zhou","10.1109/BIBM47256.2019.8983369","https://doi.org/10.1109/BIBM47256.2019.8983369","conf/bibm/LuZ19","","207-210","","Ensemble Classifier based on gene synergistic network improves breast cancer outcome prediction.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/LuZ19","BIBM","","2019","URL#194360"
"194362","2","19/360-1","Lei Xu 0001","10.1109/BIBM47256.2019.8983052","https://doi.org/10.1109/BIBM47256.2019.8983052","conf/bibm/LvTX19","","840-845","","A two-variate phenotype-targeted test for detection of phenotypic biomarkers on breast cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/LvTX19","BIBM","","2019","URL#194362"
"194386","2","93/2701","May D. Wang","10.1109/BIBM47256.2019.8983243","https://doi.org/10.1109/BIBM47256.2019.8983243","conf/bibm/MitchelCTW19","","1573-1580","","A Translational Pipeline for Overall Survival Prediction of Breast Cancer Patients by Decision-Level Integration of Multi-Omics Data.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/MitchelCTW19","BIBM","","2019","URL#194386"
"194626","2","258/4713","Houwu Gong","10.1109/BIBM47256.2019.8983144","https://doi.org/10.1109/BIBM47256.2019.8983144","conf/bibm/ZhouLZG19","","2450-2454","","Medication Rules of Traditional Chinese Medicine in Consolidation Period of Breast Cancer Based on Association Rules Mining.","Conference and Workshop Papers","https://dblp.org/rec/conf/bibm/ZhouLZG19","BIBM","","2019","URL#194626"
"195250","2","58/11176","Muhammad Awais Bin Altaf","10.1109/BIOCAS.2019.8918687","https://doi.org/10.1109/BIOCAS.2019.8918687","conf/biocas/IqbalMKA19","","1-4","","An Infrared High classification Accuracy Hand-held Machine Learning based Breast-Cancer Detection System.","Conference and Workshop Papers","https://dblp.org/rec/conf/biocas/IqbalMKA19","BioCAS","","2019","URL#195250"
"195331","2","17/1925","Atsushi Iwata","10.1109/BIOCAS.2019.8919142","https://doi.org/10.1109/BIOCAS.2019.8919142","conf/biocas/ToyaKMSIMOMII19","","1-4","","Shifting Clock Jitter and Phase Interval for Impulse-Radar-Based Breast Cancer Detection.","Conference and Workshop Papers","https://dblp.org/rec/conf/biocas/ToyaKMSIMOMII19","BioCAS","","2019","URL#195331"
"195601","2","44/9091","H. Selçuk Geçim","10.5220/0007679301610166","https://doi.org/10.5220/0007679301610166","conf/biostec/MeralYESG19","","161-166","","Biomedical Device for Early Breast Cancer Detection - Device Performance Improving by Plasmonic-Photonic Mask.","Conference and Workshop Papers","https://dblp.org/rec/conf/biostec/MeralYESG19","BIOIMAGING","","2019","URL#195601"
"196677","2","47/5048","Christin Seifert","10.1007/978-3-030-37453-2_40","https://doi.org/10.1007/978-3-030-37453-2_40","conf/bpm/MarazzaBVGPKS19","","496-507","","Comparing Process Models for Patient Populations - Application in Breast Cancer Care.","Conference and Workshop Papers","https://dblp.org/rec/conf/bpm/MarazzaBVGPKS19","Business Process Management Workshops","","2019","URL#196677"
"196765","2","c/ACPLFdCarvalho","André Carlos Ponce de Leon Ferreira de Carvalho","10.1109/BRACIS.2019.00124","https://doi.org/10.1109/BRACIS.2019.00124","conf/bracis/Brito-Sarracino19","","681-686","","Explainable Machine Learning for Breast Cancer Diagnosis.","Conference and Workshop Papers","https://dblp.org/rec/conf/bracis/Brito-Sarracino19","BRACIS","","2019","URL#196765"
"198455","2","02/999","Alejandro Carrasco","10.1109/CBMS.2019.00131","https://doi.org/10.1109/CBMS.2019.00131","conf/cbms/BenjumeaDRRC19","","634-639","","Privacy in Mobile Health Applications for Breast Cancer Patients.","Conference and Workshop Papers","https://dblp.org/rec/conf/cbms/BenjumeaDRRC19","CBMS","","2019","URL#198455"
"198459","2","18/6068-1","Brian Caulfield 0001","10.1109/CBMS.2019.00122","https://doi.org/10.1109/CBMS.2019.00122","conf/cbms/BrennanZC19","","588-591","","Biofeedback in Breast Cancer Rehabilitation - Applying the WHO ICF Core Set to Identify Opportunities and Recommendations.","Conference and Workshop Papers","https://dblp.org/rec/conf/cbms/BrennanZC19","CBMS","","2019","URL#198459"
"198497","2","246/5599","Evangelos Karademas","10.1109/CBMS.2019.00134","https://doi.org/10.1109/CBMS.2019.00134","conf/cbms/KondylakisKKKMT19","","652-657","","Developing a Data Infrastructure for Enabling Breast Cancer Women to BOUNCE Back.","Conference and Workshop Papers","https://dblp.org/rec/conf/cbms/KondylakisKKKMT19","CBMS","","2019","URL#198497"
"198503","2","176/7860","Naiara Muro","10.1109/CBMS.2019.00132","https://doi.org/10.1109/CBMS.2019.00132","conf/cbms/LarburuAMKM19","","640-645","","Breast Cancer Digital Patient Model to Capture and Visualize Real World Data.","Conference and Workshop Papers","https://dblp.org/rec/conf/cbms/LarburuAMKM19","CBMS","","2019","URL#198503"
"198504","2","85/764","Iván Macía","10.1109/CBMS.2019.00033","https://doi.org/10.1109/CBMS.2019.00033","conf/cbms/LarburuMM19","","112-113","","DESIREE DEMO - A Web-Based Software Ecosystem for the Personalized, Collaborative and Multidisciplinary Management of Primary Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/cbms/LarburuMM19","CBMS","","2019","URL#198504"
"198947","2","76/447","Domenec Puig","10.3233/FAIA190137","https://doi.org/10.3233/FAIA190137","conf/ccia/Abdel-NasserSP19","","302-305","","Automated System for Breast Cancer Detection from Electronic Health Records.","Conference and Workshop Papers","https://dblp.org/rec/conf/ccia/Abdel-NasserSP19","CCIA","","2019","URL#198947"
"202346","2","251/6166","Lorena Guachi-Guachi","10.1007/978-3-030-33904-3_32","https://doi.org/10.1007/978-3-030-33904-3_32","conf/ciarp/ChachaloSAPGTG19","","346-356","","Automated Identification of Breast Cancer Using Digitized Mammogram Images.","Conference and Workshop Papers","https://dblp.org/rec/conf/ciarp/ChachaloSAPGTG19","CIARP","","2019","URL#202346"
"204792","2","248/4567","Lamyaa Al-Omairi","10.1109/CODIT.2019.8820378","https://doi.org/10.1109/CoDIT.2019.8820378","conf/codit/Al-QuraishiAAAA19","","1379-1384","","Predicting Breast Cancer Risk Using Subset of Genes.","Conference and Workshop Papers","https://dblp.org/rec/conf/codit/Al-QuraishiAAAA19","CoDIT","","2019","URL#204792"
"206942","2","93/2701","May D. Wang","10.1109/COMPSAC.2019.00105","https://doi.org/10.1109/COMPSAC.2019.00105","conf/compsac/TongSW19","","696-703","","Improving Classification of Breast Cancer by Utilizing the Image Pyramids of Whole-Slide Imaging and Multi-scale Convolutional Neural Networks.","Conference and Workshop Papers","https://dblp.org/rec/conf/compsac/TongSW19","COMPSAC","","2019","URL#206942"
"207163","2","177/7976","Abhishek M. Appaji","10.1109/COMSNETS.2019.8711373","https://doi.org/10.1109/COMSNETS.2019.8711373","conf/comsnets/RaoSMA19","","849-855","","PRIMA-A device for minimally invasive breast cancer surgery.","Conference and Workshop Papers","https://dblp.org/rec/conf/comsnets/RaoSMA19","COMSNETS","","2019","URL#207163"
"209948","2","134/9904","Arnav Bhavsar","","http://openaccess.thecvf.com/content_CVPRW_2019/html/CVMI/Gupta_Partially-Independent_Framework_for_Breast_Cancer_Histopathological_Image_Classification_CVPRW_2019_paper.html","conf/cvpr/GuptaB19","","0","","Partially-Independent Framework for Breast Cancer Histopathological Image Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/cvpr/GuptaB19","CVPR Workshops","","2019","URL#209948"
"214646","2","119/7373","Che Ngufor","10.1109/DSAA.2019.00043","https://doi.org/10.1109/DSAA.2019.00043","conf/dsaa/Farhadi0MSMVN19","","277-286","","Breast Cancer Classification using Deep Transfer Learning on Structured Healthcare Data.","Conference and Workshop Papers","https://dblp.org/rec/conf/dsaa/Farhadi0MSMVN19","DSAA","","2019","URL#214646"
"215504","2","134/9904","Arnav Bhavsar","10.1007/978-3-030-23937-4_20","https://doi.org/10.1007/978-3-030-23937-4_20","conf/ecdp/GuptaB19","","172-180","","An Integrated Multi-scale Model for Breast Cancer Histopathological Image Classification Using CNN-Pooling and Color-Texture Features.","Conference and Workshop Papers","https://dblp.org/rec/conf/ecdp/GuptaB19","ECDP","","2019","URL#215504"
"215505","2","237/9832","Tuomas Mirtti","10.1007/978-3-030-23937-4_11","https://doi.org/10.1007/978-3-030-23937-4_11","conf/ecdp/KhanSGSHRM19","","91-99","","Improving Prostate Cancer Detection with Breast Histopathology Images.","Conference and Workshop Papers","https://dblp.org/rec/conf/ecdp/KhanSGSHRM19","ECDP","","2019","URL#215505"
"217341","2","20/4329","Jacques Bouaud","10.3233/978-1-61499-959-1-60","https://doi.org/10.3233/978-1-61499-959-1-60","conf/efmi-stc/SeroussiPNTGB19","","60-64","","Using the Recommendations Inferred by a Decision Support System to Compare Breast Cancer Clinical Practice Guidelines.","Conference and Workshop Papers","https://dblp.org/rec/conf/efmi-stc/SeroussiPNTGB19","EFMI-STC","","2019","URL#217341"
"217619","2","01/2841","Naima Kaabouch","10.1109/EIT.2019.8833677","https://doi.org/10.1109/EIT.2019.8833677","conf/eit/SoulamiGSTK19","","85-91","","Breast Cancer - Segmentation of Mammograms using Invasive Weed optimization and SUSAN algorithms.","Conference and Workshop Papers","https://dblp.org/rec/conf/eit/SoulamiGSTK19","EIT","","2019","URL#217619"
"218134","2","02/736","Jing Wang","10.1109/EMBC.2019.8857030","https://doi.org/10.1109/EMBC.2019.8857030","conf/embc/ChenZTFKRW19","","2182-2185","","A Reliable Multi-classifier Multi-objective Model for Predicting Recurrence in Triple Negative Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/embc/ChenZTFKRW19","EMBC","","2019","URL#218134"
"218215","2","42/9209","Nicola Toschi","10.1109/EMBC.2019.8856740","https://doi.org/10.1109/EMBC.2019.8856740","conf/embc/DuggentoSUB0CCC19","","912-915","","A random initialization deep neural network for discriminating malignant breast cancer lesions.","Conference and Workshop Papers","https://dblp.org/rec/conf/embc/DuggentoSUB0CCC19","EMBC","","2019","URL#218215"
"218256","2","250/7675","Michael J. Kerin","10.1109/EMBC.2019.8857924","https://doi.org/10.1109/EMBC.2019.8857924","conf/embc/FasoulaMDCOBK19","","1868-1874","","Super-resolution radar imaging for breast cancer detection with microwaves - the integrated information selection criteria.","Conference and Workshop Papers","https://dblp.org/rec/conf/embc/FasoulaMDCOBK19","EMBC","","2019","URL#218256"
"218629","2","250/7850","Kimihito Fujii","10.1109/EMBC.2019.8857791","https://doi.org/10.1109/EMBC.2019.8857791","conf/embc/KuwaharaNNF19","","2929-2932","","Measurement and Analysis of Complex Permittivity of Breast Cancer in Microwave Band.","Conference and Workshop Papers","https://dblp.org/rec/conf/embc/KuwaharaNNF19","EMBC","","2019","URL#218629"
"219109","2","188/2596","Michael Friebe","10.1109/EMBC.2019.8857432","https://doi.org/10.1109/EMBC.2019.8857432","conf/embc/SadeghiMAHBPF19","","7212-7215","","Feedback-based Self-improving CNN Algorithm for Breast Cancer Lymph Node Metastasis Detection in Real Clinical Environment.","Conference and Workshop Papers","https://dblp.org/rec/conf/embc/SadeghiMAHBPF19","EMBC","","2019","URL#219109"
"219392","2","25/3611","Tianfu Wang","10.1109/EMBC.2019.8857762","https://doi.org/10.1109/EMBC.2019.8857762","conf/embc/WangHZZLW19","","7023-7026","","Breast Cancer Image Classification via Multi-level Dual-network Features and Sparse Multi-Relation Regularized Learning.","Conference and Workshop Papers","https://dblp.org/rec/conf/embc/WangHZZLW19","EMBC","","2019","URL#219392"
"222749","2","251/0248","Bojana Bajic","10.1109/EUROCON.2019.8861983","https://doi.org/10.1109/EUROCON.2019.8861983","conf/eurocon/RadovanovicRRTS19","","1-6","","Fuzzy Expert System for Risk Assessment After Nipple-Sparing Mastectomy in Breast Cancer Patients.","Conference and Workshop Papers","https://dblp.org/rec/conf/eurocon/RadovanovicRRTS19","EUROCON","","2019","URL#222749"
"224548","2","123/9054","Gabriella Pravettoni","10.1109/EXPAT.2019.8876542","https://doi.org/10.1109/EXPAT.2019.8876542","conf/expat/PizzoliTMMKPP19","","348-351","","Comparison of relaxation techniques in virtual reality for breast cancer patients.","Conference and Workshop Papers","https://dblp.org/rec/conf/expat/PizzoliTMMKPP19","exp.at","","2019","URL#224548"
"225674","2","60/921","Lewis J. Frey","","https://aaai.org/ocs/index.php/FLAIRS/FLAIRS19/paper/view/18184","conf/flairs/BhuiyanSTETGF19","","287-292","","Gene Selection and Clustering of Breast Cancer Data.","Conference and Workshop Papers","https://dblp.org/rec/conf/flairs/BhuiyanSTETGF19","FLAIRS Conference","","2019","URL#225674"
"227657","2","56/812","Dariusz Plewczynski","10.1145/3319619.3326836","https://doi.org/10.1145/3319619.3326836","conf/gecco/SarkarSRPWSMP19","","1846-1854","","A new evolutionary rough fuzzy integrated machine learning technique for microRNA selection using next-generation sequencing data of breast cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/gecco/SarkarSRPWSMP19","GECCO","","2019","URL#227657"
"228589","2","13/1537","Tim Beißbarth","10.3233/SHTI190824","https://doi.org/10.3233/SHTI190824","conf/gmds/CheredaBKLB19","","181-186","","Utilizing Molecular Network Information via Graph Convolutional Neural Networks to Predict Metastatic Event in Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/gmds/CheredaBKLB19","GMDS","","2019","URL#228589"
"228688","2","220/9628","Luz Adriana Borrero","10.1007/978-3-030-19223-5_2","https://doi.org/10.1007/978-3-030-19223-5_2","conf/gpc/SilvaLVB19","","18-30","","Integration of Data Mining Classification Techniques and Ensemble Learning for Predicting the Type of Breast Cancer Recurrence.","Conference and Workshop Papers","https://dblp.org/rec/conf/gpc/SilvaLVB19","GPC","","2019","URL#228688"
"233745","2","248/9871","Mingxian Liu","10.1109/I2MTC.2019.8827017","https://doi.org/10.1109/I2MTC.2019.8827017","conf/i2mtc/ChenGZL19","","1-6","","Label-free Detection of Breast Cancer Cells Using a Fiber-optic Grating Sensor Functionalized with Halloysite Nanotubes.","Conference and Workshop Papers","https://dblp.org/rec/conf/i2mtc/ChenGZL19","I2MTC","","2019","URL#233745"
"234412","2","134/9243","Seba Susan","10.1007/978-3-030-31332-6_36","https://doi.org/10.1007/978-3-030-31332-6_36","conf/ibpria/SainiS19","","409-420","","Data Augmentation of Minority Class with Transfer Learning for Classification of Imbalanced Breast Cancer Dataset Using Inception-V3.","Conference and Workshop Papers","https://dblp.org/rec/conf/ibpria/SainiS19","IbPRIA","","2019","URL#234412"
"234710","2","43/3799","Jorge Bernardino","10.5220/0008346504340441","https://doi.org/10.5220/0008346504340441","conf/ic3k/CruzB19a","","434-441","","Data Mining Techniques for Early Detection of Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/ic3k/CruzB19a","KDIR","","2019","URL#234710"
"235090","2","14/10402","Khaled Hassine","10.5220/0007386206550660","https://doi.org/10.5220/0007386206550660","conf/icaart/MechriaGH19","","655-660","","Breast Cancer Detection using Deep Convolutional Neural Network.","Conference and Workshop Papers","https://dblp.org/rec/conf/icaart/MechriaGH19","ICAART","","2019","URL#235090"
"235214","2","239/9924","Yanggeling Zhang","10.1109/ICACI.2019.8778616","https://doi.org/10.1109/ICACI.2019.8778616","conf/icaci/WuRYZHWZYZ19","","167-172","","Identifying Tumor in Whole-Slide Images of Breast Cancer Using Transfer Learning and Adaptive Sampling.","Conference and Workshop Papers","https://dblp.org/rec/conf/icaci/WuRYZHWZYZ19","ICACI","","2019","URL#235214"
"235221","2","239/9924","Yanggeling Zhang","10.1109/ICACI.2019.8778592","https://doi.org/10.1109/ICACI.2019.8778592","conf/icaci/YeRWZHWZYZ19","","173-178","","Multitask Classification of Breast Cancer Pathological Images Using SE-DenseNet.","Conference and Workshop Papers","https://dblp.org/rec/conf/icaci/YeRWZHWZYZ19","ICACI","","2019","URL#235221"
"236058","2","69/6073","Boguslaw Cyganek","10.1007/978-3-030-30493-5_31","https://doi.org/10.1007/978-3-030-30493-5_31","conf/icann/KwolekKBAOWSC19","","299-312","","Breast Cancer Classification on Histopathological Images Affected by Data Imbalance Using Active Learning and Deep Convolutional Neural Network.","Conference and Workshop Papers","https://dblp.org/rec/conf/icann/KwolekKBAOWSC19","ICANN","","2019","URL#236058"
"237457","2","89/4446","Jianguo Wei","10.1109/ICASSP.2019.8683149","https://doi.org/10.1109/ICASSP.2019.8683149","conf/icassp/LuWHYXW19","","1035-1039","","Breast Cancer Detection Based on Merging Four Modes MRI Using Convolutional Neural Networks.","Conference and Workshop Papers","https://dblp.org/rec/conf/icassp/LuWHYXW19","ICASSP","","2019","URL#237457"
"237517","2","60/3006","Fei Su","10.1109/ICASSP.2019.8683592","https://doi.org/10.1109/ICASSP.2019.8683592","conf/icassp/MengZS19","","1030-1034","","Multi-classification of Breast Cancer Histology Images by Using Gravitation Loss.","Conference and Workshop Papers","https://dblp.org/rec/conf/icassp/MengZS19","ICASSP","","2019","URL#237517"
"238199","2","47/722","Yue Zhang","10.1109/ICASSP.2019.8682560","https://doi.org/10.1109/ICASSP.2019.8682560","conf/icassp/YeLZLZ19","","1219-1223","","Breast Cancer Image Classification on WSI with Spatial Correlations.","Conference and Workshop Papers","https://dblp.org/rec/conf/icassp/YeLZLZ19","ICASSP","","2019","URL#238199"
"238386","2","37/531","S. Arunkumar","10.1109/ICAWST.2019.8923184","https://doi.org/10.1109/ICAwST.2019.8923184","conf/icawst/SasikalaBEA19","","1-6","","Breast Cancer Detection Based on Medio-Lateral ObliqueView and Cranio-Caudal View Mammograms - An Overview.","Conference and Workshop Papers","https://dblp.org/rec/conf/icawst/SasikalaBEA19","iCAST","","2019","URL#238386"
"242701","2","200/0087","Vinh Truong Hoang","10.1007/978-3-030-38364-0_23","https://doi.org/10.1007/978-3-030-38364-0_23","conf/iccsama/ThuyH19","","255-266","","Fusing of Deep Learning, Transfer Learning and GAN for Breast Cancer Histopathological Image Classification.","Conference and Workshop Papers","https://dblp.org/rec/conf/iccsama/ThuyH19","ICCSAMA","","2019","URL#242701"
"246501","2","07/4828","Hélder P. Oliveira","10.1007/978-3-030-30645-8_64","https://doi.org/10.1007/978-3-030-30645-8_64","conf/iciap/OliveiraTO19","","707-715","","Lightweight Deep Learning Pipeline for Detection, Segmentation and Classification of Breast Cancer Anomalies.","Conference and Workshop Papers","https://dblp.org/rec/conf/iciap/OliveiraTO19","ICIAP","","2019","URL#246501"
"246710","2","82/0-7","Min Li 0007","10.1007/978-3-030-26969-2_50","https://doi.org/10.1007/978-3-030-26969-2_50","conf/icic/LiXWW019","","529-534","","Identification of Prognostic and Heterogeneous Breast Cancer Biomarkers Based on Fusion Network and Multiple Scoring Strategies.","Conference and Workshop Papers","https://dblp.org/rec/conf/icic/LiXWW019","ICIC","","2019","URL#246710"
"246804","2","10/1849","Fa Zhang","10.1007/978-3-030-26763-6_44","https://doi.org/10.1007/978-3-030-26763-6_44","conf/icic/YanRRSXZLLZZ19","","460-469","","Integration of Multimodal Data for Breast Cancer Classification Using a Hybrid Deep Learning Method.","Conference and Workshop Papers","https://dblp.org/rec/conf/icic/YanRRSXZLLZZ19","ICIC","","2019","URL#246804"
"246824","2","166/6029","Zhenyu Yue","10.1007/978-3-030-26969-2_28","https://doi.org/10.1007/978-3-030-26969-2_28","conf/icic/ZhangXBY19","","294-302","","Distinguishing Driver Missense Mutations from Benign Polymorphisms in Breast Cancer.","Conference and Workshop Papers","https://dblp.org/rec/conf/icic/ZhangXBY19","ICIC","","2019","URL#246824"
"247341","2","223/1946","Fatemeh Hajialiasgari","10.3233/SHTI190037","https://doi.org/10.3233/SHTI190037","conf/icimth/AtashiTDNGMH19","","142-145","","Discovery of Hidden Patterns in Breast Cancer Patients, Using Data Mining on a Real Data Set.","Conference and Workshop Papers","https://dblp.org/rec/conf/icimth/AtashiTDNGMH19","ICIMTH","","2019","URL#247341"
"258839","2","59/6664","Camel Tanougast","10.1109/IDAACS.2019.8924453","https://doi.org/10.1109/IDAACS.2019.8924453","conf/idaacs/JanKADT19","","489-494","","Breast Cancer Detection and Classification based on Multilevel Wavelet Transformation.","Conference and Workshop Papers","https://dblp.org/rec/conf/idaacs/JanKADT19","IDAACS","","2019","URL#258839"
